code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_unregistration,withdrew,avg_score,num_assessments,total_clicks,active_days,avg_clicks_per_day,target
AAA,2013J,262011,M,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,,0,71.0,5.0,1066.0,69.0,3.0898550724637683,1
AAA,2013J,262934,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,,0,76.6,5.0,2407.0,119.0,3.3570432357043236,1
AAA,2013J,268073,M,East Anglian Region,A Level or Equivalent,10-20,35-55,0,90,N,Fail,,0,74.6,5.0,3210.0,116.0,4.483240223463687,0
AAA,2013J,268733,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,180,N,Withdrawn,187.0,1,43.0,2.0,191.0,18.0,3.4107142857142856,0
AAA,2013J,268733,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,180,N,Withdrawn,,0,43.0,2.0,191.0,18.0,3.4107142857142856,0
AAA,2013J,271251,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,,0,76.4,5.0,3348.0,128.0,5.23943661971831,1
AAA,2013J,277880,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,177.0,1,67.66666666666667,6.0,2028.0,82.0,4.251572327044025,0
AAA,2013J,277880,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,158.0,1,67.66666666666667,6.0,2028.0,82.0,4.251572327044025,0
AAA,2013J,279572,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Distinction,,0,79.2,5.0,1183.0,63.0,3.983164983164983,1
AAA,2013J,281022,F,Scotland,A Level or Equivalent,30-40%,0-35,0,150,N,Pass,,0,73.4,5.0,492.0,49.0,2.6885245901639343,1
AAA,2013J,281250,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Fail,,0,55.4,5.0,130.0,15.0,1.6883116883116882,0
AAA,2013J,281589,M,North Western Region,HE Qualification,30-40%,0-35,0,60,N,Fail,,0,,,59.0,8.0,2.107142857142857,0
AAA,2013J,282821,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,,0,60.6,5.0,1961.0,87.0,4.102510460251046,1
AAA,2013J,286488,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,,0,71.0,5.0,1046.0,68.0,3.683098591549296,1
AAA,2013J,287548,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,,0,67.8,5.0,483.0,47.0,3.3541666666666665,1
AAA,2013J,290201,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,,0,70.4,5.0,1740.0,108.0,3.5080645161290325,1
AAA,2013J,290757,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,,0,75.0,5.0,652.0,33.0,4.261437908496732,1
AAA,2013J,291334,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,,0,83.6,5.0,5231.0,229.0,2.78392762107504,1
AAA,2013J,292923,F,South East Region,A Level or Equivalent,90-100%,35-55,0,180,N,Withdrawn,-121.0,1,,,,,,0
AAA,2013J,293699,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,,0,46.75,4.0,187.0,28.0,1.6403508771929824,1
AAA,2013J,294570,M,South East Region,HE Qualification,90-100%,55<=,0,60,N,Pass,,0,78.2,5.0,1775.0,119.0,4.052511415525114,1
AAA,2013J,294594,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,,0,52.8,5.0,865.0,94.0,3.37890625,1
AAA,2013J,295741,M,South East Region,A Level or Equivalent,40-50%,35-55,0,240,N,Fail,,0,71.0,17.0,3099.0,166.0,3.0683168316831684,0
AAA,2013J,295741,M,South East Region,A Level or Equivalent,40-50%,35-55,0,240,N,Fail,,0,71.0,17.0,3099.0,166.0,3.0683168316831684,0
AAA,2013J,296332,M,South Region,Post Graduate Qualification,90-100%,55<=,0,60,N,Distinction,,0,86.8,5.0,2152.0,124.0,4.211350293542075,1
AAA,2013J,298696,F,South East Region,HE Qualification,80-90%,0-35,0,60,N,Pass,,0,80.8,5.0,514.0,58.0,2.557213930348259,1
AAA,2013J,300398,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,,0,78.8,5.0,1997.0,108.0,3.443103448275862,1
AAA,2013J,302302,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,,0,58.666666666666664,3.0,513.0,24.0,3.109090909090909,0
AAA,2013J,305152,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,,0,64.0,1.0,146.0,11.0,3.3181818181818183,0
AAA,2013J,305386,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,Y,Pass,,0,78.0,5.0,1277.0,85.0,3.470108695652174,1
AAA,2013J,305539,F,Wales,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn,-3.0,1,,,68.0,6.0,2.6153846153846154,0
AAA,2013J,306107,M,West Midlands Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass,,0,58.2,5.0,987.0,81.0,3.0652173913043477,1
AAA,2013J,306466,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,,0,82.0,5.0,1220.0,110.0,3.2275132275132274,1
AAA,2013J,306897,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,,0,62.6,5.0,2742.0,189.0,2.4658273381294964,1
AAA,2013J,307061,F,East Midlands Region,HE Qualification,10-20,0-35,0,60,N,Pass,,0,81.2,5.0,1081.0,87.0,2.6957605985037407,1
AAA,2013J,307866,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,,0,60.0,4.0,1476.0,76.0,3.9151193633952253,1
AAA,2013J,311917,M,South West Region,A Level or Equivalent,60-70%,55<=,0,120,N,Pass,,0,59.2,5.0,2230.0,145.0,3.204022988505747,1
AAA,2013J,312537,M,South Region,Post Graduate Qualification,90-100%,55<=,0,60,N,Distinction,,0,87.8,5.0,12882.0,271.0,7.02016348773842,1
AAA,2013J,312782,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,,0,61.8,5.0,281.0,46.0,2.650943396226415,1
AAA,2013J,318933,F,East Anglian Region,HE Qualification,80-90%,0-35,0,120,N,Pass,,0,66.6,5.0,1281.0,106.0,2.784782608695652,1
AAA,2013J,319047,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,,0,78.4,5.0,6589.0,232.0,3.4086911536471804,1
AAA,2013J,321942,M,South Region,HE Qualification,90-100%,55<=,0,60,N,Pass,,0,80.4,5.0,10083.0,239.0,4.727144866385372,1
AAA,2013J,324002,M,East Anglian Region,HE Qualification,40-50%,35-55,0,60,N,Pass,,0,80.4,5.0,1901.0,122.0,3.1163934426229507,1
AAA,2013J,324084,F,South West Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,,0,57.6,5.0,1961.0,110.0,3.9696356275303644,1
AAA,2013J,324282,M,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,,0,61.2,5.0,133.0,38.0,1.7972972972972974,1
AAA,2013J,331358,F,South Region,HE Qualification,90-100%,35-55,0,60,N,Withdrawn,53.0,1,84.66666666666667,6.0,6588.0,201.0,3.836924868957484,0
AAA,2013J,331358,F,South Region,HE Qualification,90-100%,35-55,0,60,N,Withdrawn,,0,84.66666666666667,6.0,6588.0,201.0,3.836924868957484,0
AAA,2013J,332789,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,,0,74.4,5.0,1655.0,72.0,3.6941964285714284,1
AAA,2013J,333059,M,Scotland,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,,0,65.8,5.0,301.0,31.0,2.213235294117647,1
AAA,2013J,333323,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Pass,,0,74.4,5.0,648.0,36.0,3.640449438202247,1
AAA,2013J,334259,F,London Region,A Level or Equivalent,50-60%,0-35,0,150,N,Fail,,0,53.0,2.0,332.0,27.0,2.721311475409836,0
AAA,2013J,334333,F,South West Region,A Level or Equivalent,0-10%,0-35,0,240,Y,Withdrawn,65.0,1,36.0,1.0,303.0,33.0,3.03,0
AAA,2013J,335764,F,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,160.0,1,86.875,8.0,3928.0,187.0,2.8567272727272726,0
AAA,2013J,335764,F,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,,0,86.875,8.0,3928.0,187.0,2.8567272727272726,0
