id_student,num_of_prev_attempts,studied_credits,disability,withdrew,avg_score,num_assessments,total_clicks,active_days,avg_clicks_per_day,gender_M,region_East Midlands Region,region_Ireland,region_London Region,region_North Region,region_North Western Region,region_Scotland,region_South East Region,region_South Region,region_South West Region,region_Wales,region_West Midlands Region,region_Yorkshire Region,highest_education_HE Qualification,highest_education_Lower Than A Level,highest_education_No Formal quals,highest_education_Post Graduate Qualification,age_band_35-55,age_band_55<=,imd_band_10-20,imd_band_20-30%,imd_band_30-40%,imd_band_40-50%,imd_band_50-60%,imd_band_60-70%,imd_band_70-80%,imd_band_80-90%,imd_band_90-100%
63400,0,60,0,0,71.6,5.0,2737.0,175.0,3.6013157894736842,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
65002,0,60,0,1,67.0,4.0,176.0,13.0,3.142857142857143,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
65002,0,60,0,0,67.0,4.0,176.0,13.0,3.142857142857143,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
70464,0,60,0,0,55.6,5.0,1053.0,46.0,5.136585365853659,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
71361,0,60,0,0,80.4,5.0,2327.0,135.0,3.1964285714285716,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
74372,0,150,0,0,48.5,4.0,116.0,14.0,1.6111111111111112,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
75091,0,60,0,0,66.0,5.0,2992.0,122.0,3.9681697612732094,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
77367,0,60,0,0,70.4,5.0,680.0,86.0,2.5092250922509227,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91265,0,60,0,0,70.8,5.0,1494.0,125.0,3.0120967741935485,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
94961,0,60,0,1,65.33333333333333,6.0,1240.0,93.0,2.973621103117506,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
94961,0,60,0,0,65.33333333333333,6.0,1240.0,93.0,2.973621103117506,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
98094,0,60,0,0,60.6,5.0,2839.0,91.0,7.3549222797927465,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
100893,0,60,0,0,68.4,5.0,744.0,52.0,3.0617283950617282,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
101781,0,60,0,0,72.6,5.0,4104.0,144.0,4.495071193866375,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
102806,0,60,0,0,78.0,5.0,1944.0,177.0,2.4891165172855314,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
102952,0,60,0,0,76.6,5.0,1150.0,58.0,3.6741214057507987,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
104476,0,60,0,0,79.6,5.0,4777.0,161.0,4.815524193548387,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
106247,0,60,0,1,60.0,3.0,465.0,33.0,3.206896551724138,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
106577,0,60,0,0,53.4,5.0,733.0,47.0,3.316742081447964,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
110175,0,60,0,0,63.4,5.0,998.0,70.0,2.9096209912536444,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
111717,0,60,0,0,81.0,3.0,2343.0,136.0,3.9779286926994906,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
113295,0,60,0,0,77.6,5.0,3553.0,195.0,3.5494505494505493,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
114017,0,60,0,0,71.8,5.0,757.0,50.0,3.277056277056277,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
114999,0,60,0,0,72.8,5.0,1358.0,120.0,2.6627450980392156,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
116541,0,60,0,0,62.4,5.0,1886.0,108.0,3.669260700389105,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
116692,0,60,0,0,74.2,5.0,1108.0,98.0,3.562700964630225,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
118983,0,120,0,0,61.8,5.0,284.0,27.0,2.5585585585585586,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
123044,0,60,0,0,71.4,5.0,2041.0,127.0,3.401666666666667,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
127582,0,180,0,0,69.6,5.0,1321.0,89.0,3.0022727272727274,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
129955,0,60,0,1,81.0,6.0,1888.0,110.0,3.515828677839851,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
129955,0,60,0,1,81.0,6.0,1888.0,110.0,3.515828677839851,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
132976,0,120,0,0,67.4,5.0,520.0,32.0,3.4210526315789473,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
134143,0,60,0,0,84.4,5.0,2732.0,138.0,4.801405975395431,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
135335,0,180,0,1,0.0,0.0,73.0,14.0,2.1470588235294117,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
135335,0,180,0,1,0.0,0.0,73.0,14.0,2.1470588235294117,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
135400,0,60,1,1,53.142857142857146,7.0,610.0,43.0,3.01980198019802,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
135400,0,60,1,0,53.142857142857146,7.0,610.0,43.0,3.01980198019802,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
137873,0,60,0,0,80.2,5.0,5528.0,192.0,3.923349893541519,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
141355,0,240,0,0,72.6,5.0,1823.0,92.0,3.1162393162393163,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
141377,0,345,0,1,48.833333333333336,6.0,756.0,41.0,3.024,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
141377,0,345,0,0,48.833333333333336,6.0,756.0,41.0,3.024,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
142326,0,60,0,0,73.6,5.0,2121.0,95.0,3.3613312202852614,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
144801,0,60,0,0,68.8,5.0,5645.0,200.0,3.484567901234568,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
145130,0,120,0,0,54.4,5.0,452.0,35.0,3.033557046979866,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
146188,0,60,1,0,50.0,5.0,597.0,32.0,3.109375,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
147756,0,120,0,0,68.66666666666667,9.0,1718.0,127.0,2.911864406779661,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
147756,0,120,0,0,68.66666666666667,9.0,1718.0,127.0,2.911864406779661,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
147793,0,90,0,1,52.0,1.0,155.0,9.0,3.7804878048780486,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
148993,0,60,1,1,79.5,8.0,3812.0,198.0,2.99685534591195,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
148993,0,60,1,0,79.5,8.0,3812.0,198.0,2.99685534591195,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
151358,0,150,0,0,50.0,5.0,270.0,20.0,3.033707865168539,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
155550,0,420,0,0,67.0,5.0,1529.0,81.0,3.649164677804296,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
155854,0,60,0,0,79.8,5.0,4003.0,202.0,4.156801661474558,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
155984,0,60,0,1,78.14285714285714,7.0,2645.0,134.0,3.2816377171215882,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
155984,0,60,0,0,78.14285714285714,7.0,2645.0,134.0,3.2816377171215882,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
157568,0,60,0,0,70.6,5.0,1405.0,87.0,3.639896373056995,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
159954,0,60,0,1,68.2,5.0,2062.0,124.0,3.182098765432099,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
159954,0,60,0,1,68.2,5.0,2062.0,124.0,3.182098765432099,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
164259,0,60,0,0,71.8,5.0,466.0,51.0,1.9497907949790796,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
167906,0,60,0,0,69.4,5.0,1510.0,99.0,2.9320388349514563,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
168936,0,60,0,0,66.4,5.0,745.0,42.0,2.466887417218543,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
172112,0,60,0,0,69.6,5.0,1939.0,135.0,2.781922525107604,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
172797,0,60,0,0,61.4,5.0,1782.0,86.0,4.293975903614458,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
174782,0,60,0,0,80.4,5.0,6318.0,249.0,3.8454047474132684,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
175392,0,60,0,0,82.4,5.0,4447.0,197.0,3.3920671243325704,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
175932,0,60,0,0,78.2,5.0,2016.0,97.0,4.613272311212815,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
175991,0,180,0,0,37.6,5.0,138.0,17.0,2.76,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
180753,0,120,0,0,53.4,5.0,2012.0,157.0,2.344988344988345,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
181316,0,120,0,1,76.0,1.0,487.0,20.0,3.3586206896551722,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
183096,0,60,0,0,54.0,5.0,1975.0,116.0,3.610603290676417,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
183947,0,180,0,0,49.0,5.0,964.0,58.0,2.619565217391304,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
184271,0,170,0,0,59.8,5.0,1312.0,147.0,2.750524109014675,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
185439,0,120,0,0,74.0,1.0,427.0,15.0,4.313131313131313,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
186149,0,60,0,0,76.0,5.0,2136.0,109.0,3.651282051282051,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
187100,0,60,0,0,89.2,5.0,8562.0,231.0,4.454734651404786,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
188278,0,120,0,1,71.66666666666667,6.0,4497.0,167.0,3.0160965794768613,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
188278,0,120,0,0,71.66666666666667,6.0,4497.0,167.0,3.0160965794768613,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
189879,0,120,0,0,79.4,5.0,1541.0,84.0,3.486425339366516,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
192183,0,60,0,0,68.4,5.0,3219.0,176.0,4.003731343283582,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
195262,0,60,0,1,50.0,1.0,1905.0,58.0,5.411931818181818,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
200860,0,60,0,0,54.4,5.0,534.0,81.0,1.9071428571428573,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
202635,0,60,0,1,66.66666666666667,3.0,1418.0,47.0,4.774410774410774,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
205350,0,60,0,0,72.2,5.0,1665.0,126.0,2.9573712255772646,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
205719,0,90,1,0,56.666666666666664,3.0,333.0,32.0,2.8461538461538463,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
227499,0,60,0,0,83.6,5.0,2953.0,162.0,3.6592317224287485,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
227517,0,180,0,0,62.6,5.0,1205.0,69.0,3.1136950904392764,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
228082,0,60,0,0,72.4,5.0,227.0,37.0,1.6691176470588236,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
228222,0,60,0,0,61.8,5.0,445.0,38.0,2.680722891566265,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
229179,0,60,0,0,66.0,5.0,614.0,50.0,3.766871165644172,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
229361,0,60,0,0,78.0,5.0,1215.0,123.0,3.481375358166189,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
231554,0,240,0,0,67.75,4.0,1839.0,86.0,4.227586206896552,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
235507,0,240,0,1,57.833333333333336,6.0,1257.0,136.0,2.1975524475524475,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
235507,0,240,0,0,57.833333333333336,6.0,1257.0,136.0,2.1975524475524475,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
236284,0,60,0,0,78.0,5.0,732.0,41.0,3.4857142857142858,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
238007,0,60,0,0,79.2,5.0,1935.0,162.0,2.6043068640646028,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
240712,0,80,0,0,75.8,5.0,321.0,26.0,3.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
240884,0,120,0,0,58.4,5.0,427.0,44.0,2.235602094240838,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
241649,0,60,0,0,78.8,5.0,1892.0,135.0,3.3019197207678883,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
241729,0,60,0,0,58.6,5.0,1829.0,117.0,2.917065390749601,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
242793,0,60,0,0,77.4,5.0,658.0,56.0,2.5019011406844105,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
246834,0,60,0,0,55.6,5.0,1174.0,68.0,3.3447293447293447,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
248270,0,90,0,0,78.4,5.0,1969.0,193.0,2.6183510638297873,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
255548,0,60,0,0,71.4,5.0,2580.0,166.0,3.165644171779141,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
256815,0,120,0,0,76.8,5.0,1481.0,139.0,2.859073359073359,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
258392,0,60,0,0,58.8,5.0,844.0,53.0,2.822742474916388,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
258894,0,60,0,0,64.8,5.0,4963.0,204.0,3.6226277372262774,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
260355,0,60,0,1,57.5,3.0,426.0,43.0,3.1791044776119404,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
260355,0,60,0,1,57.5,3.0,426.0,43.0,3.1791044776119404,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
262011,0,60,0,0,71.0,5.0,1066.0,69.0,3.0898550724637683,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
262934,0,60,0,0,76.6,5.0,2407.0,119.0,3.3570432357043236,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
268073,0,90,0,0,74.6,5.0,3210.0,116.0,4.483240223463687,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
268733,0,180,0,1,43.0,2.0,191.0,18.0,3.4107142857142856,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
268733,0,180,0,0,43.0,2.0,191.0,18.0,3.4107142857142856,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
271251,0,60,0,0,76.4,5.0,3348.0,128.0,5.23943661971831,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
277880,0,60,0,1,67.66666666666667,6.0,2028.0,82.0,4.251572327044025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
277880,0,60,0,1,67.66666666666667,6.0,2028.0,82.0,4.251572327044025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
279572,0,60,0,0,79.2,5.0,1183.0,63.0,3.983164983164983,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
281022,0,150,0,0,73.4,5.0,492.0,49.0,2.6885245901639343,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
281250,0,60,0,0,55.4,5.0,130.0,15.0,1.6883116883116882,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
281589,0,60,0,0,0.0,0.0,59.0,8.0,2.107142857142857,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
282821,0,60,0,0,60.6,5.0,1961.0,87.0,4.102510460251046,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
286488,0,60,0,0,71.0,5.0,1046.0,68.0,3.683098591549296,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
287548,0,120,0,0,67.8,5.0,483.0,47.0,3.3541666666666665,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
290201,0,60,0,0,70.4,5.0,1740.0,108.0,3.5080645161290325,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
290757,0,60,0,0,75.0,5.0,652.0,33.0,4.261437908496732,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
291334,0,60,0,0,83.6,5.0,5231.0,229.0,2.78392762107504,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
292923,0,180,0,1,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
293699,0,120,0,0,46.75,4.0,187.0,28.0,1.6403508771929824,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
294570,0,60,0,0,78.2,5.0,1775.0,119.0,4.052511415525114,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
294594,0,60,0,0,52.8,5.0,865.0,94.0,3.37890625,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
